ThangCB,NamCB,Địa bàn,Ca bệnh,Ca tháng trước,Ca trung bình,DI_Index,BI_Index,MD_DS,NDTB,DATB,LMTB,Tình trạng
5,2018,4,44,47,27.1,0.03,30,1235,28.9,93,302,An toàn
5,2018,5,61,64,28.4,0.02,37,1541,28.9,93,302,An toàn
5,2018,6,13,16,4.2,0.01,10,184,28.9,93,302,An toàn
5,2018,7,9,12,5.5,0.01,15,279,28.9,93,302,An toàn
5,2018,8,15,18,3.5,0.1,17,171,28.9,93,302,An toàn
5,2018,9,9,12,4.2,0.02,30,178,28.9,93,302,An toàn
6,2018,1,11,14,34.7,0.07,34,2667,29.1,91,189.3,An toàn
6,2018,2,28,31,52.2,0.1,40,5912,29.1,91,189.3,An toàn
6,2018,3,16,19,31.3,0.1,20,6743,29.1,91,189.3,An toàn
6,2018,4,8,11,27.1,0.01,13,1235,29.1,91,189.3,An toàn
6,2018,5,24,27,28.4,0.03,17,1541,29.1,91,189.3,An toàn
6,2018,6,19,22,4.2,0,7,184,29.1,91,189.3,An toàn
6,2018,7,25,28,5.5,0.01,5,279,29.1,91,189.3,An toàn
6,2018,8,12,15,3.5,0.01,20,171,29.1,91,189.3,An toàn
6,2018,9,31,34,4.2,0,13,178,29.1,91,189.3,An toàn
7,2018,1,35,38,34.7,0.23,27,2667,29,90,241,An toàn
7,2018,2,23,26,52.2,0.1,43,5912,29,90,241,An toàn
7,2018,3,28,31,31.3,0.2,63,6743,29,90,241,An toàn
7,2018,4,12,15,27.1,0.03,34,1235,29,90,241,An toàn
7,2018,5,37,40,28.4,0.07,17,1541,29,90,241,An toàn
7,2018,6,36,39,4.2,0.07,23,184,29,90,241,An toàn
7,2018,7,24,27,5.5,0.01,25,279,29,90,241,An toàn
7,2018,8,39,42,3.5,0.02,20,171,29,90,241,An toàn
7,2018,9,15,18,4.2,0,13,178,29,90,241,An toàn
8,2018,1,21,24,34.7,0.3,71,2667,29.3,91,178,An toàn
8,2018,2,27,30,52.2,0,16,5912,29.3,91,178,An toàn
8,2018,3,30,33,31.3,0.13,63,6743,29.3,91,178,An toàn
8,2018,4,28,31,27.1,0.2,23,1235,29.3,91,178,An toàn
8,2018,5,25,28,28.4,0.3,25,1541,29.3,91,178,An toàn
8,2018,6,24,27,4.2,0.12,40,184,29.3,91,178,An toàn
8,2018,7,26,29,5.5,0.02,65,279,29.3,91,178,An toàn
8,2018,8,29,32,3.5,0.03,27,171,29.3,91,178,An toàn
8,2018,9,30,33,4.2,0.01,30,178,29.3,91,178,An toàn
9,2018,1,38,41,34.7,0.33,37,2667,28.9,92,402,An toàn
9,2018,2,40,43,52.2,0.2,40,5912,28.9,92,402,An toàn
9,2018,3,37,40,31.3,0.1,35,6743,28.9,92,402,An toàn
9,2018,4,20,23,27.1,0.1,33,1235,28.9,92,402,An toàn
9,2018,5,22,25,28.4,0.07,26,1541,28.9,92,402,An toàn
9,2018,6,29,32,4.2,0.2,30,184,28.9,92,402,An toàn
9,2018,7,23,26,5.5,0.13,20,279,28.9,92,402,An toàn
9,2018,8,26,29,3.5,0.3,30,171,28.9,92,402,An toàn
9,2018,9,27,30,4.2,0.1,33,178,28.9,92,402,An toàn
10,2018,1,32,35,34.7,0.27,83,2667,28.3,89,408,An toàn
10,2018,2,24,27,52.2,0.33,46,5912,28.3,89,408,An toàn
10,2018,3,33,36,31.3,0.2,37,6743,28.3,89,408,An toàn
10,2018,4,25,28,27.1,0.13,40,1235,28.3,89,408,An toàn
10,2018,5,15,18,28.4,0.12,30,1541,28.3,89,408,An toàn
10,2018,6,19,22,4.2,0.03,25,184,28.3,89,408,An toàn
10,2018,7,24,27,5.5,0.2,10,279,28.3,89,408,An toàn
10,2018,8,26,29,3.5,0.03,23,171,28.3,89,408,An toàn
10,2018,9,27,30,4.2,0.07,17,178,28.3,89,408,An toàn
11,2018,1,30,33,34.7,0.42,35,2667,28.1,90,219,An toàn
11,2018,2,31,34,52.2,0.3,43,5912,28.1,90,219,An toàn
11,2018,3,28,31,31.3,0.15,42,6743,28.1,90,219,An toàn
11,2018,4,31,34,27.1,0.13,27,1235,28.1,90,219,An toàn
11,2018,5,27,30,28.4,0,30,1541,28.1,90,219,An toàn
11,2018,6,25,28,4.2,0.1,17,184,28.1,90,219,An toàn
11,2018,7,24,27,5.5,0.03,23,279,28.1,90,219,An toàn
11,2018,8,21,24,3.5,0.02,20,171,28.1,90,219,An toàn
11,2018,9,28,31,4.2,0.02,15,178,28.1,90,219,An toàn
12,2018,1,35,38,34.7,0.45,55,2667,27,86,156,An toàn
12,2018,2,34,37,52.2,0.07,47,5912,27,86,156,An toàn
12,2018,3,37,40,31.3,0.03,36,6743,27,86,156,An toàn
12,2018,4,21,24,27.1,0.01,45,1235,27,86,156,An toàn
12,2018,5,20,23,28.4,0.1,27,1541,27,86,156,An toàn
12,2018,6,29,32,4.2,0.13,32,184,27,86,156,An toàn
12,2018,7,24,27,5.5,0,20,279,27,86,156,An toàn
12,2018,8,25,28,3.5,0.03,40,171,27,86,156,An toàn
12,2018,9,15,18,4.2,0.02,33,178,27,86,156,An toàn
